Date,HomeTeam,AwayTeam,FTHG,FTAG
2016-02-28 00:00:00,Barcelona,Sevilla,2,1
2016-02-28 00:00:00,Anderlecht,Standard,3,3
2016-02-28 00:00:00,Ajax,AZ Alkmaar,4,1
2016-02-28 00:00:00,Graafschap,Heerenveen,0,1
2016-02-28 00:00:00,Heracles,Roda,0,5
2016-02-28 00:00:00,Charleroi,Waasland-Beveren,2,3
2016-02-28 00:00:00,St Etienne,Caen,1,2
2016-02-28 00:00:00,Genk,Club Brugge,3,2
2016-02-28 00:00:00,Utrecht,Feyenoord,1,2
2016-02-28 00:00:00,Sampdoria,Frosinone,2,0
2016-02-28 00:00:00,Mainz,Leverkusen,3,1
2016-02-28 00:00:00,Augsburg,M’Gladbach,2,2
2016-02-28 00:00:00,Nantes,Monaco,0,0
2016-02-28 00:00:00,Udinese,Verona,2,0
2016-02-28 00:00:00,Dortmund,Hoffenheim,3,1
2016-02-28 00:00:00,Palermo,Bologna,0,0
2016-02-28 00:00:00,Juventus,Inter,2,0
2016-02-28 00:00:00,Chievo,Genoa,1,0
2016-02-28 00:00:00,Carpi,Atalanta,1,1
2016-02-28 00:00:00,Lyon,Paris SG,2,1
2016-02-28 00:00:00,Ein Frankfurt,Schalke 04,0,0
2016-02-28 00:00:00,Tottenham,Swansea,2,1
2016-02-28 00:00:00,Man United,Arsenal,3,2
2016-02-29 00:00:00,Brighton,Leeds,4,0
2016-02-29 00:00:00,Fiorentina,Napoli,1,1
2016-02-29 00:00:00,Lazio,Sassuolo,0,2
2016-03-01 00:00:00,Hannover,Wolfsburg,0,4
2016-03-01 00:00:00,Ath Madrid,Sociedad,3,0
2016-03-01 00:00:00,Las Palmas,Getafe,4,0
2016-03-01 00:00:00,Blackburn,Middlesbrough,2,1
2016-03-01 00:00:00,Bournemouth,Southampton,2,0
2016-03-01 00:00:00,Ingolstadt,FC Koln,1,1
2016-03-01 00:00:00,Sunderland,Crystal Palace,2,2
2016-03-01 00:00:00,Norwich,Chelsea,1,2
2016-03-01 00:00:00,Leicester,West Brom,2,2
2016-03-01 00:00:00,Aston Villa,Everton,1,3
2016-03-02 00:00:00,Hoffenheim,Augsburg,2,1
2016-03-02 00:00:00,Malaga,Valencia,1,2
2016-03-02 00:00:00,Bayern Munich,Mainz,1,2
2016-03-02 00:00:00,Sevilla,Eibar,1,0
2016-03-02 00:00:00,Celta,Villarreal,0,0
2016-03-02 00:00:00,Darmstadt,Dortmund,0,2
2016-03-02 00:00:00,Schalke 04,Hamburg,3,2
2016-03-02 00:00:00,Stoke,Newcastle,1,0
2016-03-02 00:00:00,Man United,Watford,1,0
2016-03-02 00:00:00,Liverpool,Man City,3,0
2016-03-02 00:00:00,Levante,Real Madrid,1,3
2016-03-02 00:00:00,Hertha,Ein Frankfurt,2,0
2016-03-02 00:00:00,Leverkusen,Werder Bremen,1,4
2016-03-02 00:00:00,M’Gladbach,Stuttgart,4,0
2016-03-02 00:00:00,Arsenal,Swansea,1,2
2016-03-02 00:00:00,West Ham,Tottenham,1,0
2016-03-02 00:00:00,Ath Bilbao,La Coruna,4,1
2016-03-03 00:00:00,Espanol,Betis,0,3
2016-03-03 00:00:00,Granada,Sp Gijon,2,0
2016-03-03 00:00:00,Vallecano,Barcelona,1,5
2016-03-03 00:00:00,Birmingham,Hull,1,0
2016-03-04 00:00:00,Gent,Oud-Heverlee Leuven,1,1
2016-03-04 00:00:00,Den Haag,Twente,2,1
2016-03-04 00:00:00,Middlesbrough,Wolves,2,1
2016-03-04 00:00:00,Roma,Fiorentina,4,1
2016-03-04 00:00:00,Caen,Monaco,2,2
2016-03-05 00:00:00,Watford,Leicester,0,1
2016-03-05 00:00:00,Tottenham,Arsenal,2,2
2016-03-05 00:00:00,Swansea,Norwich,1,0
2016-03-05 00:00:00,Man City,Aston Villa,4,0
2016-03-05 00:00:00,Newcastle,Bournemouth,1,3
2016-03-05 00:00:00,Southampton,Sunderland,1,1
2016-03-05 00:00:00,Getafe,Sevilla,1,1
2016-03-05 00:00:00,Angers,St Etienne,0,0
2016-03-05 00:00:00,Real Madrid,Celta,7,1
2016-03-05 00:00:00,Oostende,Charleroi,2,1
2016-03-05 00:00:00,La Coruna,Malaga,3,3
2016-03-05 00:00:00,Waasland-Beveren,Mechelen,0,0
2016-03-05 00:00:00,Groningen,PSV Eindhoven,0,3
2016-03-05 00:00:00,Heerenveen,Utrecht,0,4
2016-03-05 00:00:00,Zwolle,Graafschap,2,1
2016-03-05 00:00:00,Milton Keynes Dons,QPR,2,0
2016-03-05 00:00:00,Reading,Fulham,2,2
2016-03-05 00:00:00,Mouscron-Peruwelz,Anderlecht,2,1
2016-03-05 00:00:00,Preston,Brighton,0,0
2016-03-05 00:00:00,Sheffield Weds,Rotherham,0,1
2016-03-05 00:00:00,Derby,Huddersfield,2,0
2016-03-05 00:00:00,Brentford,Charlton,1,2
2016-03-05 00:00:00,Ipswich,Nott'm Forest,1,0
2016-03-05 00:00:00,Bristol City,Cardiff,0,2
2016-03-05 00:00:00,Burnley,Blackburn,1,0
2016-03-05 00:00:00,Verona,Sampdoria,0,3
2016-03-05 00:00:00,Napoli,Chievo,3,1
2016-03-05 00:00:00,Leeds,Bolton,2,1
2016-03-05 00:00:00,Kortrijk,Waregem,1,0
2016-03-05 00:00:00,Standard,Genk,2,1
2016-03-05 00:00:00,Lokeren,Westerlo,2,1
2016-03-05 00:00:00,Villarreal,Las Palmas,0,1
2016-03-05 00:00:00,Club Brugge,St Truiden,3,0
2016-03-05 00:00:00,Stuttgart,Hoffenheim,5,1
2016-03-05 00:00:00,Wolfsburg,M’Gladbach,2,1
2016-03-05 00:00:00,Ein Frankfurt,Ingolstadt,1,1
2016-03-05 00:00:00,Dortmund,Bayern Munich,0,0
2016-03-05 00:00:00,FC Koln,Schalke 04,1,3
2016-03-05 00:00:00,Werder Bremen,Hannover,4,1
2016-03-05 00:00:00,Chelsea,Stoke,1,1
2016-03-05 00:00:00,Paris SG,Montpellier,0,0
2016-03-05 00:00:00,Nice,Troyes,2,1
2016-03-05 00:00:00,Lille,Reims,2,0
2016-03-05 00:00:00,Bordeaux,Ajaccio,1,1
2016-03-05 00:00:00,Bastia,Lorient,0,0
2016-03-05 00:00:00,Augsburg,Leverkusen,3,3
2016-03-05 00:00:00,Everton,West Ham,2,3
2016-03-06 00:00:00,Inter,Palermo,3,1
2016-03-06 00:00:00,Frosinone,Udinese,2,0
2016-03-06 00:00:00,Genoa,Empoli,1,0
2016-03-06 00:00:00,Bologna,Carpi,0,0
2016-03-06 00:00:00,Sassuolo,Milan,2,0
2016-03-06 00:00:00,Rennes,Nantes,4,1
2016-03-06 00:00:00,Atalanta,Juventus,0,2
2016-03-06 00:00:00,West Brom,Man United,1,0
2016-03-06 00:00:00,Marseille,Toulouse,1,1
2016-03-06 00:00:00,Lyon,Guingamp,5,1
2016-03-06 00:00:00,Torino,Lazio,1,1
2016-03-06 00:00:00,Crystal Palace,Liverpool,1,2
2016-03-06 00:00:00,Feyenoord,Cambuur,3,1
2016-03-06 00:00:00,Sociedad,Levante,1,1
2016-03-06 00:00:00,Mainz,Darmstadt,0,0
2016-03-06 00:00:00,Eibar,Barcelona,0,4
2016-03-06 00:00:00,Betis,Granada,2,0
2016-03-06 00:00:00,Willem II,Ajax,0,4
2016-03-06 00:00:00,Sp Gijon,Ath Bilbao,0,2
2016-03-06 00:00:00,Nijmegen,Heracles,1,0
2016-03-06 00:00:00,AZ Alkmaar,Excelsior,2,0
2016-03-06 00:00:00,Roda,Vitesse,1,2
2016-03-06 00:00:00,Hamburg,Hertha,2,0
2016-03-06 00:00:00,Valencia,Ath Madrid,1,3
2016-03-07 00:00:00,Espanol,Vallecano,2,1
2016-03-08 00:00:00,Fulham,Burnley,2,3
2016-03-08 00:00:00,Wolves,Bristol City,2,1
2016-03-08 00:00:00,Blackburn,Birmingham,2,0
2016-03-08 00:00:00,Bolton,Ipswich,2,2
2016-03-08 00:00:00,Brighton,Sheffield Weds,0,0
2016-03-08 00:00:00,Charlton,Milton Keynes Dons,0,0
2016-03-08 00:00:00,QPR,Derby,2,0
2016-03-08 00:00:00,Rotherham,Middlesbrough,1,0
2016-03-08 00:00:00,Nott'm Forest,Preston,1,0
2016-03-08 00:00:00,Huddersfield,Reading,3,1
2016-03-08 00:00:00,Cardiff,Leeds,0,2
2016-03-09 00:00:00,Bastia,Nantes,0,0
2016-03-09 00:00:00,Ajaccio,Marseille,1,1
2016-03-11 00:00:00,Graafschap,Roda,3,0
2016-03-11 00:00:00,Malaga,Sp Gijon,1,0
2016-03-11 00:00:00,Monaco,Reims,2,2
2016-03-11 00:00:00,Juventus,Sassuolo,1,0
2016-03-11 00:00:00,Hertha,Schalke 04,2,0
2016-03-12 00:00:00,Rotherham,Derby,3,3
2016-03-12 00:00:00,Bolton,Preston,1,2
2016-03-12 00:00:00,Fulham,Bristol City,1,2
2016-03-12 00:00:00,Huddersfield,Burnley,1,3
2016-03-12 00:00:00,Hull,Milton Keynes Dons,1,1
2016-03-12 00:00:00,Twente,Zwolle,2,1
2016-03-12 00:00:00,Willem II,AZ Alkmaar,0,2
2016-03-12 00:00:00,Excelsior,Groningen,2,1
2016-03-12 00:00:00,PSV Eindhoven,Heerenveen,1,1
2016-03-12 00:00:00,Empoli,Sampdoria,1,1
2016-03-12 00:00:00,Inter,Bologna,2,1
2016-03-12 00:00:00,Blackburn,Leeds,1,2
2016-03-12 00:00:00,Cardiff,Ipswich,1,0
2016-03-12 00:00:00,Ingolstadt,Stuttgart,3,3
2016-03-12 00:00:00,Hannover,FC Koln,0,2
2016-03-12 00:00:00,QPR,Brentford,3,0
2016-03-12 00:00:00,Bournemouth,Swansea,3,2
2016-03-12 00:00:00,Norwich,Man City,0,0
2016-03-12 00:00:00,Stoke,Southampton,1,2
2016-03-12 00:00:00,Nott'm Forest,Sheffield Weds,0,3
2016-03-12 00:00:00,Ath Madrid,La Coruna,3,0
2016-03-12 00:00:00,Barcelona,Getafe,6,0
2016-03-12 00:00:00,Toulouse,Bordeaux,4,0
2016-03-12 00:00:00,Hoffenheim,Wolfsburg,1,0
2016-03-12 00:00:00,Montpellier,Nice,0,2
2016-03-12 00:00:00,Lorient,Marseille,1,1
2016-03-12 00:00:00,Guingamp,St Etienne,2,0
2016-03-12 00:00:00,Bastia,Lille,1,2
2016-03-12 00:00:00,Ajaccio,Caen,1,0
2016-03-12 00:00:00,Celta,Sociedad,1,0
2016-03-12 00:00:00,Vallecano,Eibar,1,1
2016-03-12 00:00:00,M’Gladbach,Ein Frankfurt,3,0
2016-03-12 00:00:00,Bayern Munich,Werder Bremen,5,0
2016-03-12 00:00:00,Darmstadt,Augsburg,2,2
2016-03-13 00:00:00,Ajax,Nijmegen,2,2
2016-03-13 00:00:00,Vitesse,Feyenoord,0,2
2016-03-13 00:00:00,Carpi,Frosinone,2,1
2016-03-13 00:00:00,Heracles,Cambuur,3,1
2016-03-13 00:00:00,Genoa,Torino,3,2
2016-03-13 00:00:00,Utrecht,Den Haag,2,2
2016-03-13 00:00:00,Chievo,Milan,0,0
2016-03-13 00:00:00,Nantes,Angers,2,0
2016-03-13 00:00:00,Udinese,Roma,1,2
2016-03-13 00:00:00,Wolves,Birmingham,0,0
2016-03-13 00:00:00,Westerlo,Waasland-Beveren,1,0
2016-03-13 00:00:00,Anderlecht,Kortrijk,3,0
2016-03-13 00:00:00,Charleroi,Gent,1,1
2016-03-13 00:00:00,Genk,Oostende,4,1
2016-03-13 00:00:00,Mechelen,Standard,4,0
2016-03-13 00:00:00,Oud-Heverlee Leuven,Club Brugge,0,1
2016-03-13 00:00:00,Waregem,Mouscron-Peruwelz,3,0
2016-03-13 00:00:00,Charlton,Middlesbrough,2,0
2016-03-13 00:00:00,Leverkusen,Hamburg,1,0
2016-03-13 00:00:00,Fiorentina,Verona,1,1
2016-03-13 00:00:00,Rennes,Lyon,2,2
2016-03-13 00:00:00,Troyes,Paris SG,0,9
2016-03-13 00:00:00,Sevilla,Villarreal,4,2
2016-03-13 00:00:00,Las Palmas,Real Madrid,1,2
2016-03-13 00:00:00,Ath Bilbao,Betis,3,1
2016-03-13 00:00:00,Levante,Valencia,1,0
2016-03-13 00:00:00,Palermo,Napoli,0,1
2016-03-13 00:00:00,Dortmund,Mainz,2,0
2016-03-13 00:00:00,Aston Villa,Tottenham,0,2
2016-03-13 00:00:00,St Truiden,Lokeren,1,1
2016-03-13 00:00:00,Lazio,Atalanta,2,0
2016-03-14 00:00:00,Granada,Espanol,1,1
2016-03-14 00:00:00,Leicester,Newcastle,1,0
2016-03-15 00:00:00,Hull,Nott'm Forest,1,1
2016-03-15 00:00:00,Ipswich,Blackburn,2,0
2016-03-15 00:00:00,Brighton,Reading,1,0
2016-03-18 00:00:00,Schalke 04,M’Gladbach,2,1
2016-03-18 00:00:00,Middlesbrough,Hull,1,0
2016-03-18 00:00:00,Getafe,Eibar,1,1
2016-03-18 00:00:00,Marseille,Rennes,2,5
2016-03-18 00:00:00,Utrecht,Excelsior,2,1
2016-03-19 00:00:00,Granada,Vallecano,2,2
2016-03-19 00:00:00,La Coruna,Levante,2,1
2016-03-19 00:00:00,Brentford,Blackburn,0,1
2016-03-19 00:00:00,Betis,Malaga,0,1
2016-03-19 00:00:00,Angers,Lorient,5,1
2016-03-19 00:00:00,Sociedad,Las Palmas,0,1
2016-03-19 00:00:00,Sp Gijon,Ath Madrid,2,1
2016-03-19 00:00:00,Ipswich,Rotherham,0,1
2016-03-19 00:00:00,Caen,Troyes,2,1
2016-03-19 00:00:00,Birmingham,Fulham,1,1
2016-03-19 00:00:00,Bristol City,Bolton,6,0
2016-03-19 00:00:00,Burnley,Wolves,1,1
2016-03-19 00:00:00,Derby,Nott'm Forest,1,0
2016-03-19 00:00:00,Milton Keynes Dons,Brighton,1,2
2016-03-19 00:00:00,Leeds,Huddersfield,1,4
2016-03-19 00:00:00,Preston,QPR,1,1
2016-03-19 00:00:00,Reading,Cardiff,1,1
2016-03-19 00:00:00,Sheffield Weds,Charlton,3,0
2016-03-19 00:00:00,Empoli,Palermo,0,0
2016-03-19 00:00:00,Lille,Toulouse,1,0
2016-03-19 00:00:00,Lyon,Nantes,2,0
2016-03-19 00:00:00,Roma,Inter,1,1
2016-03-19 00:00:00,Zwolle,Willem II,4,1
2016-03-19 00:00:00,Heerenveen,Heracles,0,1
2016-03-19 00:00:00,Feyenoord,Graafschap,3,1
2016-03-19 00:00:00,Cambuur,Roda,0,1
2016-03-19 00:00:00,FC Koln,Bayern Munich,0,1
2016-03-19 00:00:00,Werder Bremen,Mainz,1,1
2016-03-19 00:00:00,Hertha,Ingolstadt,2,1
2016-03-19 00:00:00,Wolfsburg,Darmstadt,1,1
2016-03-19 00:00:00,Hamburg,Hoffenheim,1,3
2016-03-19 00:00:00,Swansea,Aston Villa,1,0
2016-03-19 00:00:00,Everton,Arsenal,0,2
2016-03-19 00:00:00,Crystal Palace,Leicester,0,1
2016-03-19 00:00:00,Watford,Stoke,1,2
2016-03-19 00:00:00,West Brom,Norwich,0,1
2016-03-19 00:00:00,St Etienne,Montpellier,3,0
2016-03-19 00:00:00,Reims,Guingamp,0,1
2016-03-19 00:00:00,Chelsea,West Ham,2,2
2016-03-19 00:00:00,Ein Frankfurt,Hannover,1,0
2016-03-20 00:00:00,Torino,Juventus,1,4
2016-03-20 00:00:00,Sassuolo,Udinese,1,1
2016-03-20 00:00:00,Sampdoria,Chievo,0,1
2016-03-20 00:00:00,Napoli,Genoa,3,1
2016-03-20 00:00:00,Stuttgart,Leverkusen,0,2
2016-03-20 00:00:00,Paris SG,Monaco,0,2
2016-03-20 00:00:00,Nice,Ajaccio,3,0
2016-03-20 00:00:00,Bordeaux,Bastia,1,1
2016-03-20 00:00:00,Verona,Carpi,1,2
2016-03-20 00:00:00,Milan,Lazio,1,1
2016-03-20 00:00:00,Augsburg,Dortmund,1,3
2016-03-20 00:00:00,Atalanta,Bologna,2,0
2016-03-20 00:00:00,Groningen,Vitesse,0,3
2016-03-20 00:00:00,Den Haag,Nijmegen,1,0
2016-03-20 00:00:00,Espanol,Ath Bilbao,2,1
2016-03-20 00:00:00,Real Madrid,Sevilla,4,0
2016-03-20 00:00:00,Valencia,Celta,0,2
2016-03-20 00:00:00,Villarreal,Barcelona,2,2
2016-03-20 00:00:00,PSV Eindhoven,Ajax,0,2
2016-03-20 00:00:00,Twente,AZ Alkmaar,2,2
2016-03-20 00:00:00,Tottenham,Bournemouth,3,0
2016-03-20 00:00:00,Southampton,Liverpool,3,2
2016-03-20 00:00:00,Newcastle,Sunderland,1,1
2016-03-20 00:00:00,Man City,Man United,0,1
2016-03-20 00:00:00,Frosinone,Fiorentina,0,0
2016-04-01 00:00:00,Leverkusen,Wolfsburg,3,0
2016-04-01 00:00:00,Monaco,Bordeaux,1,2
2016-04-01 00:00:00,Vallecano,Getafe,2,0
2016-04-01 00:00:00,QPR,Middlesbrough,2,3
2016-04-02 00:00:00,Toulouse,Caen,2,0
2016-04-02 00:00:00,Las Palmas,Valencia,2,1
2016-04-02 00:00:00,Celta,La Coruna,1,1
2016-04-02 00:00:00,Barcelona,Real Madrid,1,2
2016-04-02 00:00:00,Ath Madrid,Betis,5,1
2016-04-02 00:00:00,Paris SG,Nice,4,1
2016-04-02 00:00:00,Feyenoord,Excelsior,3,0
2016-04-02 00:00:00,Graafschap,Cambuur,2,2
2016-04-02 00:00:00,Heracles,Utrecht,1,1
2016-04-02 00:00:00,Willem II,Twente,2,3
2016-04-02 00:00:00,Ajaccio,St Etienne,0,2
2016-04-02 00:00:00,Troyes,Angers,0,1
2016-04-02 00:00:00,Guingamp,Montpellier,2,2
2016-04-02 00:00:00,AZ Alkmaar,PSV Eindhoven,2,4
2016-04-02 00:00:00,Fulham,Milton Keynes Dons,2,1
2016-04-02 00:00:00,Blackburn,Preston,1,2
2016-04-02 00:00:00,Rennes,Reims,3,1
2016-04-02 00:00:00,Bolton,Reading,0,1
2016-04-02 00:00:00,Brighton,Burnley,2,2
2016-04-02 00:00:00,Cardiff,Derby,2,1
2016-04-02 00:00:00,Charlton,Birmingham,2,1
2016-04-02 00:00:00,Wolves,Ipswich,0,0
2016-04-02 00:00:00,Huddersfield,Sheffield Weds,0,1
2016-04-02 00:00:00,Nott'm Forest,Brentford,0,3
2016-04-02 00:00:00,Rotherham,Leeds,2,1
2016-04-02 00:00:00,Hull,Bristol City,4,0
2016-04-02 00:00:00,Sunderland,West Brom,0,0
2016-04-02 00:00:00,West Ham,Crystal Palace,2,2
2016-04-02 00:00:00,Stoke,Swansea,2,2
2016-04-02 00:00:00,Liverpool,Tottenham,1,1
2016-04-02 00:00:00,Aston Villa,Chelsea,0,4
2016-04-02 00:00:00,Arsenal,Watford,4,0
2016-04-02 00:00:00,Bayern Munich,Ein Frankfurt,1,0
2016-04-02 00:00:00,Darmstadt,Stuttgart,2,2
2016-04-02 00:00:00,Bournemouth,Man City,0,4
2016-04-02 00:00:00,Hannover,Hamburg,0,3
2016-04-02 00:00:00,Ingolstadt,Schalke 04,3,0
2016-04-02 00:00:00,Mainz,Augsburg,4,2
2016-04-02 00:00:00,Dortmund,Werder Bremen,3,2
2016-04-02 00:00:00,Norwich,Newcastle,3,2
2016-04-02 00:00:00,Carpi,Sassuolo,1,3
2016-04-02 00:00:00,Juventus,Empoli,1,0
2016-04-03 00:00:00,Leicester,Southampton,1,0
2016-04-03 00:00:00,Malaga,Espanol,1,1
2016-04-03 00:00:00,Roda,Heerenveen,1,2
2016-04-03 00:00:00,Nijmegen,Vitesse,2,1
2016-04-03 00:00:00,Den Haag,Groningen,0,1
2016-04-03 00:00:00,Atalanta,Milan,2,1
2016-04-03 00:00:00,Eibar,Villarreal,1,2
2016-04-03 00:00:00,Ath Bilbao,Granada,1,1
2016-04-03 00:00:00,Man United,Everton,1,0
2016-04-03 00:00:00,Sevilla,Sociedad,1,2
2016-04-03 00:00:00,Bastia,Marseille,2,1
2016-04-03 00:00:00,Lorient,Lyon,1,3
2016-04-03 00:00:00,Nantes,Lille,0,3
2016-04-03 00:00:00,Udinese,Napoli,3,1
2016-04-03 00:00:00,Lazio,Roma,1,4
2016-04-03 00:00:00,Inter,Torino,1,2
2016-04-03 00:00:00,Genoa,Frosinone,4,0
2016-04-03 00:00:00,M’Gladbach,Hertha,5,0
2016-04-03 00:00:00,Fiorentina,Sampdoria,1,1
2016-04-03 00:00:00,Chievo,Palermo,3,1
2016-04-03 00:00:00,Ajax,Zwolle,3,0
2016-04-03 00:00:00,Hoffenheim,FC Koln,1,1
2016-04-04 00:00:00,Bologna,Verona,0,1
2016-04-04 00:00:00,Levante,Sp Gijon,0,0
2016-04-05 00:00:00,Middlesbrough,Huddersfield,3,0
2016-04-05 00:00:00,Derby,Hull,4,0
2016-04-05 00:00:00,Burnley,Cardiff,0,0
2016-04-05 00:00:00,Birmingham,Brighton,1,2
2016-04-05 00:00:00,Sheffield Weds,Blackburn,2,1
2016-04-05 00:00:00,Ipswich,Charlton,0,0
2016-04-05 00:00:00,Reading,Nott'm Forest,2,1
2016-04-05 00:00:00,Preston,Fulham,1,2
2016-04-05 00:00:00,Milton Keynes Dons,Wolves,1,2
2016-04-05 00:00:00,Brentford,Bolton,3,1
2016-04-05 00:00:00,Leeds,QPR,1,1
2016-04-05 00:00:00,Bristol City,Rotherham,1,1
2016-04-08 00:00:00,Montpellier,Lyon,0,2
2016-04-08 00:00:00,Zwolle,Roda,3,1
2016-04-08 00:00:00,Granada,Malaga,0,0
2016-04-08 00:00:00,Hertha,Hannover,2,2
2016-04-09 00:00:00,PSV Eindhoven,Willem II,2,0
2016-04-09 00:00:00,Swansea,Chelsea,1,0
2016-04-09 00:00:00,Watford,Everton,1,1
2016-04-09 00:00:00,West Ham,Arsenal,3,3
2016-04-09 00:00:00,Sassuolo,Genoa,0,1
2016-04-09 00:00:00,Reading,Birmingham,0,2
2016-04-09 00:00:00,Wolfsburg,Mainz,1,1
2016-04-09 00:00:00,Werder Bremen,Augsburg,1,2
2016-04-09 00:00:00,Stuttgart,Bayern Munich,1,3
2016-04-09 00:00:00,Ingolstadt,M’Gladbach,1,0
2016-04-09 00:00:00,Hamburg,Darmstadt,1,2
2016-04-09 00:00:00,Ein Frankfurt,Hoffenheim,0,2
2016-04-09 00:00:00,Huddersfield,Hull,2,2
2016-04-09 00:00:00,Sociedad,Barcelona,1,0
2016-04-09 00:00:00,Real Madrid,Eibar,4,0
2016-04-09 00:00:00,Espanol,Ath Madrid,1,3
2016-04-09 00:00:00,Betis,Levante,1,0
2016-04-09 00:00:00,Reims,Nantes,2,1
2016-04-09 00:00:00,Angers,Ajaccio,0,0
2016-04-09 00:00:00,Guingamp,Paris SG,0,2
2016-04-09 00:00:00,Caen,Lorient,1,2
2016-04-09 00:00:00,St Etienne,Troyes,1,0
2016-04-09 00:00:00,Toulouse,Bastia,4,0
2016-04-09 00:00:00,Wolves,Blackburn,0,0
2016-04-09 00:00:00,Man City,West Brom,2,1
2016-04-09 00:00:00,Crystal Palace,Norwich,1,0
2016-04-09 00:00:00,QPR,Charlton,2,1
2016-04-09 00:00:00,Southampton,Newcastle,3,1
2016-04-09 00:00:00,Milton Keynes Dons,Rotherham,0,4
2016-04-09 00:00:00,Fulham,Cardiff,2,1
2016-04-09 00:00:00,Derby,Bolton,4,1
2016-04-09 00:00:00,Burnley,Leeds,1,0
2016-04-09 00:00:00,Bristol City,Sheffield Weds,4,1
2016-04-09 00:00:00,Milan,Juventus,1,2
2016-04-09 00:00:00,Aston Villa,Bournemouth,1,2
2016-04-09 00:00:00,Frosinone,Inter,0,1
2016-04-09 00:00:00,Middlesbrough,Preston,1,0
2016-04-09 00:00:00,Chievo,Carpi,1,0
2016-04-09 00:00:00,Ipswich,Brentford,1,3
2016-04-09 00:00:00,Vitesse,Den Haag,2,2
2016-04-09 00:00:00,Excelsior,Heracles,1,3
2016-04-09 00:00:00,Cambuur,Ajax,0,1
2016-04-10 00:00:00,Marseille,Bordeaux,0,0
2016-04-10 00:00:00,Sp Gijon,Celta,0,1
2016-04-10 00:00:00,Valencia,Sevilla,2,1
2016-04-10 00:00:00,Villarreal,Getafe,2,0
2016-04-10 00:00:00,Lille,Monaco,4,1
2016-04-10 00:00:00,Groningen,Graafschap,3,1
2016-04-10 00:00:00,Utrecht,Nijmegen,3,1
2016-04-10 00:00:00,Twente,Feyenoord,0,1
2016-04-10 00:00:00,Heerenveen,AZ Alkmaar,4,2
2016-04-10 00:00:00,Nice,Rennes,3,0
2016-04-10 00:00:00,Ath Bilbao,Vallecano,1,0
2016-04-10 00:00:00,FC Koln,Leverkusen,0,2
2016-04-10 00:00:00,Palermo,Lazio,0,3
2016-04-10 00:00:00,Liverpool,Stoke,4,1
2016-04-10 00:00:00,Sunderland,Leicester,0,2
2016-04-10 00:00:00,Tottenham,Man United,3,0
2016-04-10 00:00:00,Torino,Atalanta,2,1
2016-04-10 00:00:00,Empoli,Fiorentina,2,0
2016-04-10 00:00:00,Schalke 04,Dortmund,2,2
2016-04-10 00:00:00,Napoli,Verona,3,0
2016-04-10 00:00:00,Sampdoria,Udinese,2,0
2016-04-11 00:00:00,Nott'm Forest,Brighton,1,2
2016-04-11 00:00:00,Roma,Bologna,1,1
2016-04-11 00:00:00,La Coruna,Las Palmas,1,3
2016-04-12 00:00:00,Birmingham,Leeds,1,2
2016-04-12 00:00:00,Middlesbrough,Reading,2,1
2016-04-13 00:00:00,Crystal Palace,Everton,0,0
2016-04-15 00:00:00,Graafschap,Twente,1,1
2016-04-15 00:00:00,Levante,Espanol,2,1
2016-04-15 00:00:00,Lyon,Nice,1,1
2016-04-15 00:00:00,Hannover,M’Gladbach,2,0
2016-04-15 00:00:00,Hull,Wolves,2,1
2016-04-15 00:00:00,Brighton,Fulham,5,0
2016-04-16 00:00:00,Leverkusen,Ein Frankfurt,3,0
2016-04-16 00:00:00,Augsburg,Stuttgart,1,0
2016-04-16 00:00:00,Bayern Munich,Schalke 04,3,0
2016-04-16 00:00:00,Werder Bremen,Wolfsburg,3,2
2016-04-16 00:00:00,Charlton,Derby,0,1
2016-04-16 00:00:00,Norwich,Sunderland,0,3
2016-04-16 00:00:00,Birmingham,Burnley,1,2
2016-04-16 00:00:00,Bolton,Middlesbrough,1,2
2016-04-16 00:00:00,Brentford,Bristol City,1,1
2016-04-16 00:00:00,Cardiff,QPR,0,0
2016-04-16 00:00:00,Blackburn,Huddersfield,0,2
2016-04-16 00:00:00,Leeds,Reading,3,2
2016-04-16 00:00:00,Darmstadt,Ingolstadt,2,0
2016-04-16 00:00:00,Troyes,Reims,2,1
2016-04-16 00:00:00,Chelsea,Man City,0,3
2016-04-16 00:00:00,Man United,Aston Villa,1,0
2016-04-16 00:00:00,Everton,Southampton,1,1
2016-04-16 00:00:00,West Brom,Watford,0,1
2016-04-16 00:00:00,Rotherham,Nott'm Forest,0,0
2016-04-16 00:00:00,Bologna,Torino,0,1
2016-04-16 00:00:00,Carpi,Genoa,4,1
2016-04-16 00:00:00,Inter,Napoli,2,0
2016-04-16 00:00:00,Newcastle,Swansea,3,0
2016-04-16 00:00:00,Sheffield Weds,Ipswich,1,1
2016-04-16 00:00:00,Lorient,Toulouse,1,1
2016-04-16 00:00:00,Bastia,St Etienne,0,1
2016-04-16 00:00:00,Ajaccio,Lille,2,4
2016-04-16 00:00:00,Bordeaux,Angers,1,3
2016-04-16 00:00:00,Paris SG,Caen,6,0
2016-04-16 00:00:00,Preston,Milton Keynes Dons,1,1
2016-04-16 00:00:00,Hoffenheim,Hertha,2,1
2016-04-16 00:00:00,Vitesse,Heracles,1,1
2016-04-16 00:00:00,Roda,PSV Eindhoven,0,3
2016-04-16 00:00:00,Feyenoord,Groningen,1,1
