Date,HomeTeam,AwayTeam,FTHG,FTAG
2016-04-16 00:00:00,AZ Alkmaar,Zwolle,5,1
2016-04-16 00:00:00,Las Palmas,Sp Gijon,1,1
2016-04-16 00:00:00,Getafe,Real Madrid,1,5
2016-04-16 00:00:00,Celta,Betis,1,1
2016-04-16 00:00:00,Eibar,Sociedad,2,1
2016-04-17 00:00:00,Vallecano,Villarreal,2,1
2016-04-17 00:00:00,Verona,Frosinone,1,2
2016-04-17 00:00:00,Ajax,Utrecht,2,2
2016-04-17 00:00:00,Excelsior,Heerenveen,1,1
2016-04-17 00:00:00,Nijmegen,Cambuur,2,1
2016-04-17 00:00:00,Willem II,Den Haag,0,2
2016-04-17 00:00:00,Monaco,Marseille,2,1
2016-04-17 00:00:00,Nantes,Montpellier,0,2
2016-04-17 00:00:00,Rennes,Guingamp,0,3
2016-04-17 00:00:00,Sevilla,La Coruna,1,1
2016-04-17 00:00:00,Atalanta,Roma,3,3
2016-04-17 00:00:00,Arsenal,Crystal Palace,1,1
2016-04-17 00:00:00,Leicester,West Ham,2,2
2016-04-17 00:00:00,Bournemouth,Liverpool,1,2
2016-04-17 00:00:00,Lazio,Empoli,2,0
2016-04-17 00:00:00,Udinese,Chievo,0,0
2016-04-17 00:00:00,Ath Madrid,Granada,3,0
2016-04-17 00:00:00,Dortmund,Hamburg,3,0
2016-04-17 00:00:00,Barcelona,Valencia,1,2
2016-04-17 00:00:00,Malaga,Ath Bilbao,0,1
2016-04-17 00:00:00,Juventus,Palermo,4,0
2016-04-17 00:00:00,Fiorentina,Sassuolo,3,1
2016-04-17 00:00:00,Sampdoria,Milan,0,1
2016-04-17 00:00:00,Mainz,FC Koln,2,3
2016-04-18 00:00:00,Stoke,Tottenham,0,4
2016-04-19 00:00:00,Birmingham,Preston,2,2
2016-04-19 00:00:00,Ipswich,Fulham,1,1
2016-04-19 00:00:00,Bolton,Charlton,0,0
2016-04-19 00:00:00,Brentford,Cardiff,2,1
2016-04-19 00:00:00,Burnley,Middlesbrough,1,1
2016-04-19 00:00:00,Bristol City,Derby,2,3
2016-04-19 00:00:00,Leeds,Wolves,2,1
2016-04-19 00:00:00,Nott'm Forest,Blackburn,1,1
2016-04-19 00:00:00,Reading,Hull,1,2
2016-04-19 00:00:00,Rotherham,Huddersfield,1,1
2016-04-19 00:00:00,Sheffield Weds,Milton Keynes Dons,0,0
2016-04-19 00:00:00,Espanol,Celta,1,1
2016-04-19 00:00:00,Brighton,QPR,4,0
2016-04-19 00:00:00,Betis,Las Palmas,1,0
2016-04-19 00:00:00,Groningen,Roda,1,0
2016-04-19 00:00:00,Napoli,Bologna,6,0
2016-04-19 00:00:00,PSV Eindhoven,Vitesse,2,0
2016-04-19 00:00:00,Newcastle,Man City,1,1
2016-04-20 00:00:00,Juventus,Lazio,3,0
2016-04-20 00:00:00,West Ham,Watford,3,1
2016-04-20 00:00:00,Valencia,Eibar,4,0
2016-04-20 00:00:00,Ath Bilbao,Ath Madrid,0,1
2016-04-20 00:00:00,Real Madrid,Villarreal,3,0
2016-04-20 00:00:00,Man United,Crystal Palace,2,0
2016-04-20 00:00:00,Liverpool,Everton,4,0
2016-04-20 00:00:00,Sp Gijon,Sevilla,2,1
2016-04-20 00:00:00,Malaga,Vallecano,1,1
2016-04-20 00:00:00,La Coruna,Barcelona,0,8
2016-04-20 00:00:00,Zwolle,Nijmegen,2,0
2016-04-20 00:00:00,Utrecht,Graafschap,0,2
2016-04-20 00:00:00,Twente,Excelsior,2,0
2016-04-20 00:00:00,Heracles,Feyenoord,2,2
2016-04-20 00:00:00,Heerenveen,Ajax,0,2
2016-04-20 00:00:00,Udinese,Fiorentina,2,1
2016-04-20 00:00:00,Sassuolo,Sampdoria,0,0
2016-04-20 00:00:00,Roma,Torino,3,2
2016-04-20 00:00:00,Palermo,Atalanta,2,2
2016-04-20 00:00:00,Chievo,Frosinone,5,1
2016-04-20 00:00:00,Genoa,Inter,1,0
2016-04-20 00:00:00,Empoli,Verona,1,0
2016-04-21 00:00:00,Arsenal,West Brom,2,0
2016-04-21 00:00:00,Sociedad,Getafe,1,2
2016-04-21 00:00:00,Cambuur,Willem II,1,1
2016-04-21 00:00:00,Den Haag,AZ Alkmaar,1,2
2016-04-21 00:00:00,Granada,Levante,5,1
2016-04-21 00:00:00,Milan,Carpi,0,0
2016-04-22 00:00:00,Nice,Reims,2,0
2016-04-22 00:00:00,Preston,Burnley,0,1
2016-04-22 00:00:00,Hamburg,Werder Bremen,2,1
2016-04-22 00:00:00,Las Palmas,Espanol,4,0
2016-04-23 00:00:00,Middlesbrough,Ipswich,0,0
2016-04-23 00:00:00,Hull,Leeds,2,2
2016-04-23 00:00:00,Huddersfield,Birmingham,1,1
2016-04-23 00:00:00,Wolves,Rotherham,0,0
2016-04-23 00:00:00,Blackburn,Bristol City,2,2
2016-04-23 00:00:00,Cardiff,Bolton,2,1
2016-04-23 00:00:00,Schalke 04,Leverkusen,2,3
2016-04-23 00:00:00,FC Koln,Darmstadt,4,1
2016-04-23 00:00:00,Hertha,Bayern Munich,0,2
2016-04-23 00:00:00,Ingolstadt,Hannover,2,2
2016-04-23 00:00:00,Stuttgart,Dortmund,0,3
2016-04-23 00:00:00,Eibar,La Coruna,1,1
2016-04-23 00:00:00,Barcelona,Sp Gijon,6,0
2016-04-23 00:00:00,Ath Madrid,Malaga,1,0
2016-04-23 00:00:00,Vallecano,Real Madrid,2,3
2016-04-23 00:00:00,Fulham,Nott'm Forest,1,3
2016-04-23 00:00:00,Derby,Sheffield Weds,1,1
2016-04-23 00:00:00,Charlton,Brighton,1,3
2016-04-23 00:00:00,Wolfsburg,Augsburg,0,2
2016-04-23 00:00:00,Inter,Udinese,3,1
2016-04-23 00:00:00,QPR,Reading,1,1
2016-04-23 00:00:00,Aston Villa,Southampton,2,4
2016-04-23 00:00:00,Milton Keynes Dons,Brentford,1,4
2016-04-23 00:00:00,Bournemouth,Chelsea,1,4
2016-04-23 00:00:00,Liverpool,Newcastle,2,2
2016-04-23 00:00:00,Man City,Stoke,4,0
2016-04-23 00:00:00,Toulouse,Lyon,2,3
2016-04-24 00:00:00,Sampdoria,Lazio,2,1
2016-04-24 00:00:00,Fiorentina,Juventus,1,2
2016-04-24 00:00:00,Leicester,Swansea,4,0
2016-04-24 00:00:00,Sunderland,Arsenal,0,0
2016-04-24 00:00:00,Getafe,Valencia,2,2
2016-04-24 00:00:00,Sevilla,Betis,2,0
2016-04-24 00:00:00,Villarreal,Sociedad,0,0
2016-04-24 00:00:00,Bologna,Genoa,2,0
2016-04-24 00:00:00,Frosinone,Palermo,0,2
2016-04-24 00:00:00,Ein Frankfurt,Mainz,2,1
2016-04-24 00:00:00,M’Gladbach,Hoffenheim,3,1
2016-04-24 00:00:00,Levante,Ath Bilbao,2,2
2016-04-24 00:00:00,St Etienne,Lorient,2,0
2016-04-24 00:00:00,Atalanta,Chievo,1,0
2016-04-24 00:00:00,Marseille,Nantes,1,1
2016-04-24 00:00:00,Torino,Sassuolo,1,3
2016-04-24 00:00:00,Ajaccio,Bastia,3,2
2016-04-24 00:00:00,Rennes,Monaco,1,1
2016-04-24 00:00:00,Montpellier,Troyes,4,1
2016-04-24 00:00:00,Guingamp,Caen,1,1
2016-04-25 00:00:00,Carpi,Empoli,1,0
2016-04-25 00:00:00,Roma,Napoli,1,0
2016-04-25 00:00:00,Verona,Milan,2,1
2016-04-25 00:00:00,Tottenham,West Brom,1,1
2016-04-25 00:00:00,Celta,Granada,2,1
2016-04-26 00:00:00,Hull,Brentford,2,0
2016-04-27 00:00:00,Lille,Angers,0,0
2016-04-29 00:00:00,Augsburg,FC Koln,0,0
2016-04-29 00:00:00,Birmingham,Middlesbrough,2,2
2016-04-29 00:00:00,Sp Gijon,Eibar,2,0
2016-04-29 00:00:00,Paris SG,Rennes,4,0
2016-04-30 00:00:00,Bolton,Hull,1,0
2016-04-30 00:00:00,Bayern Munich,M’Gladbach,1,1
2016-04-30 00:00:00,Darmstadt,Ein Frankfurt,1,2
2016-04-30 00:00:00,Dortmund,Wolfsburg,5,1
2016-04-30 00:00:00,Hannover,Schalke 04,1,3
2016-04-30 00:00:00,Hoffenheim,Ingolstadt,2,1
2016-04-30 00:00:00,Reading,Preston,1,2
2016-04-30 00:00:00,Leverkusen,Hertha,2,1
2016-04-30 00:00:00,Rotherham,Blackburn,0,1
2016-04-30 00:00:00,Sheffield Weds,Cardiff,3,0
2016-04-30 00:00:00,Leeds,Charlton,1,2
2016-04-30 00:00:00,Chievo,Fiorentina,0,0
2016-04-30 00:00:00,Bristol City,Huddersfield,4,0
2016-04-30 00:00:00,Brentford,Fulham,3,0
2016-04-30 00:00:00,Mainz,Hamburg,0,0
2016-04-30 00:00:00,Udinese,Torino,1,5
2016-04-30 00:00:00,Ipswich,Milton Keynes Dons,3,2
2016-04-30 00:00:00,Sociedad,Real Madrid,0,1
2016-04-30 00:00:00,Lorient,Lille,0,1
2016-04-30 00:00:00,Lyon,Ajaccio,2,1
2016-04-30 00:00:00,Monaco,Guingamp,3,2
2016-04-30 00:00:00,Nott'm Forest,Wolves,1,1
2016-04-30 00:00:00,Caen,Bastia,0,0
2016-04-30 00:00:00,Newcastle,Crystal Palace,1,0
2016-04-30 00:00:00,Betis,Barcelona,0,2
2016-04-30 00:00:00,Granada,Las Palmas,3,2
2016-04-30 00:00:00,Ath Madrid,Vallecano,1,0
2016-04-30 00:00:00,Reims,Montpellier,2,3
2016-04-30 00:00:00,Stoke,Sunderland,1,1
2016-04-30 00:00:00,Watford,Aston Villa,3,2
2016-04-30 00:00:00,West Brom,West Ham,0,3
2016-04-30 00:00:00,Arsenal,Norwich,1,0
2016-04-30 00:00:00,Everton,Bournemouth,2,1
2016-04-30 00:00:00,St Etienne,Toulouse,0,0
2016-04-30 00:00:00,Troyes,Bordeaux,2,4
2016-04-30 00:00:00,Nantes,Nice,1,0
2016-05-01 00:00:00,Espanol,Sevilla,1,0
2016-05-01 00:00:00,Swansea,Liverpool,3,1
2016-05-01 00:00:00,Lazio,Inter,2,0
2016-05-01 00:00:00,Milan,Frosinone,3,3
2016-05-01 00:00:00,Empoli,Bologna,0,0
2016-05-01 00:00:00,Juventus,Carpi,2,0
2016-05-01 00:00:00,Palermo,Sampdoria,2,0
2016-05-01 00:00:00,Sassuolo,Verona,1,0
2016-05-01 00:00:00,Ath Bilbao,Celta,2,1
2016-05-01 00:00:00,Man United,Leicester,1,1
2016-05-01 00:00:00,Southampton,Man City,4,2
2016-05-01 00:00:00,PSV Eindhoven,Cambuur,6,2
2016-05-01 00:00:00,La Coruna,Getafe,0,2
2016-05-01 00:00:00,Ajax,Twente,4,0
2016-05-01 00:00:00,Willem II,Feyenoord,0,1
2016-05-01 00:00:00,Heracles,Den Haag,1,1
2016-05-01 00:00:00,Nijmegen,Roda,1,2
2016-05-01 00:00:00,Excelsior,Zwolle,2,2
2016-05-01 00:00:00,Heerenveen,Groningen,1,2
2016-05-01 00:00:00,Vitesse,Utrecht,1,3
2016-05-01 00:00:00,Valencia,Villarreal,0,2
2016-05-01 00:00:00,AZ Alkmaar,Graafschap,4,1
2016-05-01 00:00:00,Angers,Marseille,0,1
2016-05-02 00:00:00,Napoli,Atalanta,2,1
2016-05-02 00:00:00,Burnley,QPR,1,0
2016-05-02 00:00:00,Brighton,Derby,1,1
2016-05-02 00:00:00,Malaga,Levante,3,1
2016-05-02 00:00:00,Genoa,Roma,2,3
2016-05-02 00:00:00,Chelsea,Tottenham,2,2
2016-05-02 00:00:00,Werder Bremen,Stuttgart,6,2
2016-05-07 00:00:00,Inter,Empoli,2,1
2016-05-07 00:00:00,Nice,St Etienne,2,0
2016-05-07 00:00:00,Bologna,Milan,0,1
2016-05-07 00:00:00,Nantes,Caen,1,2
2016-05-07 00:00:00,Toulouse,Troyes,1,0
2016-05-07 00:00:00,FC Koln,Werder Bremen,0,0
2016-05-07 00:00:00,M’Gladbach,Leverkusen,2,1
2016-05-07 00:00:00,Hertha,Darmstadt,1,2
2016-05-07 00:00:00,Ingolstadt,Bayern Munich,1,2
2016-05-07 00:00:00,Montpellier,Rennes,2,0
2016-05-07 00:00:00,Schalke 04,Augsburg,1,1
2016-05-07 00:00:00,Stuttgart,Mainz,1,3
2016-05-07 00:00:00,Ein Frankfurt,Dortmund,1,0
2016-05-07 00:00:00,Hamburg,Wolfsburg,0,1
2016-05-07 00:00:00,Blackburn,Reading,3,1
2016-05-07 00:00:00,Derby,Ipswich,0,1
2016-05-07 00:00:00,Charlton,Burnley,0,3
2016-05-07 00:00:00,Hannover,Hoffenheim,1,0
2016-05-07 00:00:00,Lyon,Monaco,6,1
2016-05-07 00:00:00,Bastia,Angers,1,0
2016-05-07 00:00:00,Marseille,Reims,1,0
2016-05-07 00:00:00,Huddersfield,Brentford,1,5
2016-05-07 00:00:00,Fulham,Bolton,1,0
2016-05-07 00:00:00,Middlesbrough,Brighton,1,1
2016-05-07 00:00:00,Preston,Leeds,1,1
2016-05-07 00:00:00,QPR,Bristol City,1,0
2016-05-07 00:00:00,Wolves,Sheffield Weds,2,1
2016-05-07 00:00:00,Milton Keynes Dons,Nott'm Forest,1,2
2016-05-07 00:00:00,Lille,Guingamp,0,0
2016-05-07 00:00:00,Bordeaux,Lorient,3,0
2016-05-07 00:00:00,Hull,Rotherham,5,1
2016-05-07 00:00:00,Crystal Palace,Stoke,2,1
2016-05-07 00:00:00,Ajaccio,Paris SG,0,4
2016-05-07 00:00:00,Cardiff,Birmingham,1,1
2016-05-07 00:00:00,Aston Villa,Newcastle,0,0
2016-05-07 00:00:00,West Ham,Swansea,1,4
2016-05-07 00:00:00,Sunderland,Chelsea,3,2
2016-05-07 00:00:00,Bournemouth,West Brom,1,1
2016-05-07 00:00:00,Norwich,Man United,0,1
2016-05-07 00:00:00,Leicester,Everton,3,1
2016-05-08 00:00:00,Barcelona,Espanol,5,0
2016-05-08 00:00:00,Eibar,Betis,1,1
2016-05-08 00:00:00,Sociedad,Vallecano,2,1
2016-05-08 00:00:00,Sevilla,Granada,1,4
2016-05-08 00:00:00,Real Madrid,Valencia,3,2
2016-05-08 00:00:00,Las Palmas,Ath Bilbao,0,0
2016-05-08 00:00:00,Getafe,Sp Gijon,1,1
2016-05-08 00:00:00,Villarreal,La Coruna,0,2
2016-05-08 00:00:00,Levante,Ath Madrid,2,1
2016-05-08 00:00:00,Zwolle,PSV Eindhoven,1,3
2016-05-08 00:00:00,Cambuur,Excelsior,0,2
2016-05-08 00:00:00,Den Haag,Heerenveen,1,1
2016-05-08 00:00:00,Feyenoord,Nijmegen,1,0
2016-05-08 00:00:00,Graafschap,Ajax,1,1
2016-05-08 00:00:00,Tottenham,Southampton,1,2
2016-05-08 00:00:00,Man City,Arsenal,2,2
2016-05-08 00:00:00,Liverpool,Watford,2,0
2016-05-08 00:00:00,Groningen,Heracles,2,1
2016-05-08 00:00:00,Roda,Willem II,2,3
2016-05-08 00:00:00,Twente,Vitesse,2,2
2016-05-08 00:00:00,Carpi,Lazio,1,3
2016-05-08 00:00:00,Utrecht,AZ Alkmaar,1,3
2016-05-08 00:00:00,Sampdoria,Genoa,0,3
2016-05-08 00:00:00,Celta,Malaga,1,0
2016-05-08 00:00:00,Torino,Napoli,1,2
2016-05-08 00:00:00,Atalanta,Udinese,1,1
2016-05-08 00:00:00,Fiorentina,Palermo,0,0
2016-05-08 00:00:00,Frosinone,Sassuolo,0,1
2016-05-08 00:00:00,Verona,Juventus,2,1
2016-05-08 00:00:00,Roma,Chievo,3,0
2016-05-10 00:00:00,West Ham,Man United,3,2
2016-05-11 00:00:00,Sunderland,Everton,3,0
2016-05-11 00:00:00,Norwich,Watford,4,2
2016-05-11 00:00:00,Bordeaux,Paris SG,1,1
2016-05-11 00:00:00,Liverpool,Chelsea,1,1
2016-05-13 00:00:00,Valencia,Sociedad,0,1
2016-05-14 00:00:00,Ath Madrid,Celta,2,0
2016-05-14 00:00:00,Ath Bilbao,Sevilla,3,1
2016-05-14 00:00:00,La Coruna,Real Madrid,0,2
2016-05-14 00:00:00,Granada,Barcelona,0,3
2016-05-14 00:00:00,Hoffenheim,Schalke 04,1,4
2016-05-14 00:00:00,Troyes,Marseille,1,1
2016-05-14 00:00:00,Augsburg,Hamburg,1,3
2016-05-14 00:00:00,Bayern Munich,Hannover,3,1
2016-05-14 00:00:00,Dortmund,FC Koln,2,2
2016-05-14 00:00:00,Werder Bremen,Ein Frankfurt,1,0
2016-05-14 00:00:00,Mainz,Hertha,0,0
2016-05-14 00:00:00,Sassuolo,Inter,3,1
2016-05-14 00:00:00,Leverkusen,Ingolstadt,3,2
2016-05-14 00:00:00,Milan,Roma,1,3
2016-05-14 00:00:00,Juventus,Sampdoria,5,0
2016-05-14 00:00:00,Wolfsburg,Stuttgart,3,1
2016-05-14 00:00:00,Caen,Bordeaux,1,0
2016-05-14 00:00:00,Angers,Toulouse,2,3
2016-05-14 00:00:00,Napoli,Frosinone,4,0
2016-05-14 00:00:00,Lorient,Ajaccio,1,0
2016-05-14 00:00:00,St Etienne,Lille,0,1
2016-05-14 00:00:00,Rennes,Bastia,1,2
2016-05-14 00:00:00,Monaco,Montpellier,2,0
2016-05-14 00:00:00,Reims,Lyon,4,1
2016-05-14 00:00:00,Paris SG,Nantes,4,0
2016-05-14 00:00:00,Guingamp,Nice,2,3
2016-05-14 00:00:00,Darmstadt,M’Gladbach,0,2
2016-05-15 00:00:00,Everton,Norwich,3,0
2016-05-15 00:00:00,Lazio,Fiorentina,2,4
2016-05-15 00:00:00,Palermo,Verona,3,2
2016-05-15 00:00:00,Udinese,Carpi,1,2
2016-05-15 00:00:00,Sp Gijon,Villarreal,2,0
2016-05-15 00:00:00,Betis,Getafe,2,1
2016-05-15 00:00:00,Watford,Sunderland,2,2
2016-05-15 00:00:00,Swansea,Man City,1,1
2016-05-15 00:00:00,West Brom,Liverpool,1,1
2016-05-15 00:00:00,Genoa,Atalanta,1,2
2016-05-15 00:00:00,Chievo,Bologna,0,0
2016-05-15 00:00:00,Newcastle,Tottenham,5,1
2016-05-15 00:00:00,Chelsea,Leicester,1,1
2016-05-15 00:00:00,Arsenal,Aston Villa,4,0
2016-05-15 00:00:00,Stoke,West Ham,2,1
2016-05-15 00:00:00,Malaga,Las Palmas,4,1
2016-05-15 00:00:00,Espanol,Eibar,4,2
2016-05-15 00:00:00,Vallecano,Levante,3,1
2016-05-15 00:00:00,Southampton,Crystal Palace,4,1
2016-05-15 00:00:00,Empoli,Torino,2,1
2016-05-17 00:00:00,Man United,Bournemouth,3,1
2016-07-29 00:00:00,Mechelen,Club Brugge,0,2
2016-07-30 00:00:00,Charleroi,Waasland-Beveren,1,0
2016-07-30 00:00:00,Mouscron,Anderlecht,1,2
2016-07-30 00:00:00,St Truiden,Lokeren,1,0
2016-07-30 00:00:00,Waregem,Eupen,3,0
2016-07-31 00:00:00,Genk,Oostende,2,1
2016-07-31 00:00:00,Kortrijk,Gent,1,1
2016-07-31 00:00:00,Westerlo,Standard,2,2
2016-08-05 00:00:00,Oostende,Club Brugge,1,0
2016-08-05 00:00:00,Fulham,Newcastle,1,0
2016-08-05 00:00:00,Nijmegen,Zwolle,1,1
2016-08-06 00:00:00,Reading,Preston,1,0
2016-08-06 00:00:00,Rotherham,Wolves,2,2
2016-08-06 00:00:00,Huddersfield,Brentford,2,1
2016-08-06 00:00:00,Eupen,Mechelen,0,2
2016-08-06 00:00:00,Waasland-Beveren,Waregem,0,2
2016-08-06 00:00:00,Standard,St Truiden,2,0
2016-08-06 00:00:00,Mouscron,Charleroi,0,1
2016-08-06 00:00:00,Twente,Excelsior,1,2
2016-08-06 00:00:00,Utrecht,PSV Eindhoven,1,2
2016-08-06 00:00:00,Den Haag,Go Ahead Eagles,3,0
2016-08-06 00:00:00,Bristol City,Wigan,2,1
2016-08-06 00:00:00,Derby,Brighton,0,0
2016-08-06 00:00:00,Nott'm Forest,Burton,4,3
2016-08-06 00:00:00,Ipswich,Barnsley,4,2
2016-08-06 00:00:00,Blackburn,Norwich,1,4
2016-08-06 00:00:00,Willem II,Vitesse,1,4
2016-08-06 00:00:00,Birmingham,Cardiff,0,0
2016-08-07 00:00:00,Sheffield Weds,Aston Villa,1,0
2016-08-07 00:00:00,QPR,Leeds,3,0
2016-08-07 00:00:00,Anderlecht,Kortrijk,5,1
2016-08-07 00:00:00,AZ Alkmaar,Heerenveen,2,2
2016-08-07 00:00:00,Roda,Heracles,1,1
2016-08-07 00:00:00,Lokeren,Westerlo,3,0
2016-08-07 00:00:00,Gent,Genk,1,0
2016-08-07 00:00:00,Groningen,Feyenoord,0,5
2016-08-07 00:00:00,Sparta Rotterdam,Ajax,1,3
2016-08-12 00:00:00,Bastia,Paris SG,0,1
2016-08-12 00:00:00,Monaco,Guingamp,2,2
2016-08-12 00:00:00,Heerenveen,Utrecht,2,2
2016-08-12 00:00:00,St Truiden,Anderlecht,0,0
2016-08-12 00:00:00,Brighton,Nott'm Forest,3,0
2016-08-13 00:00:00,Zwolle,Sparta Rotterdam,0,3
2016-08-13 00:00:00,Wigan,Blackburn,3,0
2016-08-13 00:00:00,Excelsior,Groningen,2,0
2016-08-13 00:00:00,Preston,Fulham,1,2
2016-08-13 00:00:00,Newcastle,Huddersfield,1,2
2016-08-13 00:00:00,Aston Villa,Rotherham,3,0
2016-08-13 00:00:00,Barnsley,Derby,2,0
2016-08-13 00:00:00,Brentford,Ipswich,2,0
2016-08-13 00:00:00,Leeds,Birmingham,1,2
2016-08-13 00:00:00,Wolves,Reading,2,0
2016-08-13 00:00:00,Vitesse,Den Haag,1,2
2016-08-13 00:00:00,Crystal Palace,West Brom,0,1
2016-08-13 00:00:00,Hull,Leicester,2,1
2016-08-13 00:00:00,Burnley,Swansea,0,1
2016-08-13 00:00:00,Everton,Tottenham,1,1
2016-08-13 00:00:00,Southampton,Watford,1,1
2016-08-13 00:00:00,Man City,Sunderland,2,1
2016-08-13 00:00:00,Middlesbrough,Stoke,1,1
2016-08-13 00:00:00,Westerlo,Eupen,1,2
2016-08-13 00:00:00,Mechelen,Kortrijk,0,0
2016-08-13 00:00:00,Genk,Waasland-Beveren,2,2
2016-08-13 00:00:00,Charleroi,Gent,1,1
2016-08-13 00:00:00,Burton,Bristol City,1,2
2016-08-13 00:00:00,Montpellier,Angers,1,0
2016-08-13 00:00:00,Metz,Lille,3,2
2016-08-13 00:00:00,Dijon,Nantes,0,1
2016-08-13 00:00:00,Caen,Lorient,3,2
2016-08-13 00:00:00,Bordeaux,St Etienne,3,2
2016-08-13 00:00:00,Ajax,Roda,2,2
2016-08-13 00:00:00,Norwich,Sheffield Weds,0,0
2016-08-14 00:00:00,Club Brugge,Lokeren,1,0
2016-08-14 00:00:00,Nancy,Lyon,0,3
2016-08-14 00:00:00,Oostende,Mouscron,2,1
2016-08-14 00:00:00,Waregem,Standard,1,0
2016-08-14 00:00:00,Arsenal,Liverpool,3,4
2016-08-14 00:00:00,Bournemouth,Man United,1,3
2016-08-14 00:00:00,PSV Eindhoven,AZ Alkmaar,1,0
2016-08-14 00:00:00,Marseille,Toulouse,0,0
2016-08-14 00:00:00,Nice,Rennes,1,0
2016-08-14 00:00:00,Heracles,Willem II,3,1
2016-08-14 00:00:00,Go Ahead Eagles,Nijmegen,2,2
2016-08-14 00:00:00,Feyenoord,Twente,2,0
2016-08-14 00:00:00,Cardiff,QPR,0,2
2016-08-15 00:00:00,Chelsea,West Ham,2,1
2016-08-16 00:00:00,Wolves,Ipswich,0,0
2016-08-16 00:00:00,Burton,Sheffield Weds,3,1
2016-08-16 00:00:00,Preston,Derby,0,1
2016-08-16 00:00:00,Leeds,Fulham,1,1
2016-08-16 00:00:00,Aston Villa,Huddersfield,1,1
2016-08-16 00:00:00,Brentford,Nott'm Forest,1,0
2016-08-16 00:00:00,Brighton,Rotherham,3,0
2016-08-16 00:00:00,Wigan,Birmingham,1,1
2016-08-16 00:00:00,Norwich,Bristol City,1,0
2016-08-17 00:00:00,Newcastle,Reading,4,1
2016-08-17 00:00:00,Cardiff,Blackburn,2,1
2016-08-17 00:00:00,Barnsley,QPR,3,2
2016-08-19 00:00:00,Excelsior,Den Haag,1,2
2016-08-19 00:00:00,Standard,Charleroi,0,0
2016-08-19 00:00:00,La Coruna,Eibar,2,1
2016-08-19 00:00:00,Malaga,Osasuna,1,1
2016-08-19 00:00:00,Lyon,Caen,2,0
2016-08-19 00:00:00,Man United,Southampton,2,0
2016-08-20 00:00:00,Nijmegen,Heerenveen,2,1
2016-08-20 00:00:00,Roma,Udinese,4,0
2016-08-20 00:00:00,Sevilla,Espanol,6,4
2016-08-20 00:00:00,Roda,Vitesse,0,1
2016-08-20 00:00:00,Zwolle,PSV Eindhoven,0,4
2016-08-20 00:00:00,Toulouse,Bordeaux,4,1
2016-08-20 00:00:00,Nantes,Monaco,0,1
2016-08-20 00:00:00,Lille,Dijon,1,0
2016-08-20 00:00:00,Angers,Nice,0,1
2016-08-20 00:00:00,Juventus,Fiorentina,2,1
2016-08-20 00:00:00,Barcelona,Betis,6,2
2016-08-20 00:00:00,Granada,Villarreal,1,1
2016-08-20 00:00:00,Ajax,Willem II,1,2
2016-08-20 00:00:00,Rennes,Nancy,2,0
2016-08-20 00:00:00,Lorient,Bastia,0,3
2016-08-20 00:00:00,West Brom,Everton,1,2
2016-08-20 00:00:00,Huddersfield,Barnsley,2,1
2016-08-20 00:00:00,Birmingham,Wolves,1,3
2016-08-20 00:00:00,Watford,Chelsea,1,2
2016-08-20 00:00:00,Tottenham,Crystal Palace,1,0
2016-08-20 00:00:00,Swansea,Hull,0,2
2016-08-20 00:00:00,Stoke,Man City,1,4
2016-08-20 00:00:00,Mouscron,St Truiden,2,1
2016-08-20 00:00:00,Blackburn,Burton,2,2
2016-08-20 00:00:00,Bristol City,Newcastle,0,1
2016-08-20 00:00:00,Burnley,Liverpool,2,0
2016-08-20 00:00:00,Fulham,Cardiff,2,2
2016-08-20 00:00:00,Derby,Aston Villa,0,0
2016-08-20 00:00:00,Nott'm Forest,Wigan,4,3
2016-08-20 00:00:00,Reading,Brighton,2,2
2016-08-20 00:00:00,Rotherham,Brentford,1,0
2016-08-20 00:00:00,Sheffield Weds,Leeds,0,2
2016-08-20 00:00:00,Waasland-Beveren,Mechelen,2,2
2016-08-20 00:00:00,Waregem,Oostende,1,1
2016-08-20 00:00:00,Kortrijk,Club Brugge,2,1
2016-08-20 00:00:00,QPR,Preston,0,2
2016-08-20 00:00:00,Leicester,Arsenal,0,0
2016-08-21 00:00:00,Ath Madrid,Alaves,1,1
2016-08-21 00:00:00,Sociedad,Real Madrid,0,3
2016-08-21 00:00:00,Sp Gijon,Ath Bilbao,2,1
2016-08-21 00:00:00,Ipswich,Norwich,1,1
2016-08-21 00:00:00,West Ham,Bournemouth,1,0
2016-08-21 00:00:00,Lokeren,Genk,0,3
2016-08-21 00:00:00,Eupen,Anderlecht,2,2
2016-08-21 00:00:00,Pescara,Napoli,2,2
2016-08-21 00:00:00,Palermo,Sassuolo,0,1
2016-08-21 00:00:00,Milan,Torino,3,2
2016-08-21 00:00:00,Chievo,Inter,2,0
2016-08-21 00:00:00,Empoli,Sampdoria,0,1
2016-08-21 00:00:00,Bologna,Crotone,1,0
2016-08-21 00:00:00,Sunderland,Middlesbrough,1,2
2016-08-21 00:00:00,Genoa,Cagliari,3,1
2016-08-21 00:00:00,Atalanta,Lazio,3,4
2016-08-21 00:00:00,Utrecht,AZ Alkmaar,1,2
2016-08-21 00:00:00,Sparta Rotterdam,Go Ahead Eagles,1,0
2016-08-21 00:00:00,Groningen,Twente,3,4
2016-08-21 00:00:00,St Etienne,Montpellier,3,1
2016-08-21 00:00:00,Paris SG,Metz,3,0
